Varste si grupe de varsta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
75-79 ani, Maramures, Anul 1998, Numar persoane, 5
75-79 ani, Maramures, Anul 1999, Numar persoane, 2
75-79 ani, Maramures, Anul 2000, Numar persoane, 2
75-79 ani, Maramures, Anul 2004, Numar persoane, 2
75-79 ani, Maramures, Anul 2006, Numar persoane, 1
75-79 ani, Maramures, Anul 2007, Numar persoane, 3
75-79 ani, Maramures, Anul 2010, Numar persoane, 2
75-79 ani, Maramures, Anul 2011, Numar persoane, 2
75-79 ani, Maramures, Anul 2012, Numar persoane, 1
75-79 ani, Maramures, Anul 2013, Numar persoane, 1
75-79 ani, Maramures, Anul 2018, Numar persoane, 1
75-79 ani, Satu Mare, Anul 1992, Numar persoane, 7
75-79 ani, Satu Mare, Anul 1993, Numar persoane, 2
75-79 ani, Satu Mare, Anul 1994, Numar persoane, 2
75-79 ani, Satu Mare, Anul 1995, Numar persoane, 9
75-79 ani, Satu Mare, Anul 1996, Numar persoane, 3
75-79 ani, Satu Mare, Anul 1997, Numar persoane, 8
75-79 ani, Satu Mare, Anul 1998, Numar persoane, 7
75-79 ani, Satu Mare, Anul 1999, Numar persoane, 6
75-79 ani, Satu Mare, Anul 2000, Numar persoane, 7
75-79 ani, Satu Mare, Anul 2001, Numar persoane, 2
75-79 ani, Satu Mare, Anul 2002, Numar persoane, 5
75-79 ani, Satu Mare, Anul 2003, Numar persoane, 2
75-79 ani, Satu Mare, Anul 2004, Numar persoane, 2
75-79 ani, Satu Mare, Anul 2005, Numar persoane, 3
75-79 ani, Satu Mare, Anul 2008, Numar persoane, 3
75-79 ani, Satu Mare, Anul 2011, Numar persoane, 2
75-79 ani, Satu Mare, Anul 2013, Numar persoane, 3
75-79 ani, Satu Mare, Anul 2014, Numar persoane, 3
75-79 ani, Satu Mare, Anul 2015, Numar persoane, 23
75-79 ani, Satu Mare, Anul 2016, Numar persoane, 11
75-79 ani, Satu Mare, Anul 2018, Numar persoane, 1
75-79 ani, Satu Mare, Anul 2019, Numar persoane, 1
75-79 ani, Satu Mare, Anul 2021, Numar persoane, 1
75-79 ani, Satu Mare, Anul 2022, Numar persoane, 1
75-79 ani, Salaj, Anul 1995, Numar persoane, 3
75-79 ani, Salaj, Anul 1996, Numar persoane, 1
75-79 ani, Salaj, Anul 1997, Numar persoane, 1
75-79 ani, Salaj, Anul 1998, Numar persoane, 1
75-79 ani, Salaj, Anul 2006, Numar persoane, 2
75-79 ani, Salaj, Anul 2021, Numar persoane, 1
75-79 ani, Alba, Anul 1992, Numar persoane, 8
75-79 ani, Alba, Anul 1993, Numar persoane, 6
75-79 ani, Alba, Anul 1994, Numar persoane, 2
75-79 ani, Alba, Anul 1995, Numar persoane, 2
75-79 ani, Alba, Anul 1996, Numar persoane, 7
75-79 ani, Alba, Anul 1997, Numar persoane, 1
75-79 ani, Alba, Anul 1998, Numar persoane, 1
75-79 ani, Alba, Anul 1999, Numar persoane, 1
75-79 ani, Alba, Anul 2000, Numar persoane, 1
75-79 ani, Alba, Anul 2001, Numar persoane, 1
75-79 ani, Alba, Anul 2002, Numar persoane, 1
75-79 ani, Alba, Anul 2003, Numar persoane, 1
75-79 ani, Alba, Anul 2004, Numar persoane, 1
75-79 ani, Alba, Anul 2007, Numar persoane, 1
75-79 ani, Alba, Anul 2009, Numar persoane, 3
75-79 ani, Alba, Anul 2012, Numar persoane, 1
75-79 ani, Alba, Anul 2013, Numar persoane, 1
75-79 ani, Alba, Anul 2018, Numar persoane, 1
75-79 ani, Alba, Anul 2022, Numar persoane, 1
75-79 ani, Brasov, Anul 1992, Numar persoane, 28
75-79 ani, Brasov, Anul 1993, Numar persoane, 5
75-79 ani, Brasov, Anul 1994, Numar persoane, 1
75-79 ani, Brasov, Anul 1995, Numar persoane, 8
75-79 ani, Brasov, Anul 1996, Numar persoane, 6
75-79 ani, Brasov, Anul 1997, Numar persoane, 10
75-79 ani, Brasov, Anul 1998, Numar persoane, 3
75-79 ani, Brasov, Anul 1999, Numar persoane, 6
75-79 ani, Brasov, Anul 2000, Numar persoane, 2
75-79 ani, Brasov, Anul 2001, Numar persoane, 4
75-79 ani, Brasov, Anul 2002, Numar persoane, 3
75-79 ani, Brasov, Anul 2003, Numar persoane, 3
75-79 ani, Brasov, Anul 2004, Numar persoane, 4
75-79 ani, Brasov, Anul 2005, Numar persoane, 1
75-79 ani, Brasov, Anul 2006, Numar persoane, 2
75-79 ani, Brasov, Anul 2007, Numar persoane, 2
75-79 ani, Brasov, Anul 2009, Numar persoane, 1
75-79 ani, Brasov, Anul 2010, Numar persoane, 2
75-79 ani, Brasov, Anul 2011, Numar persoane, 2
75-79 ani, Brasov, Anul 2012, Numar persoane, 1
75-79 ani, Brasov, Anul 2013, Numar persoane, 2
75-79 ani, Brasov, Anul 2016, Numar persoane, 3
75-79 ani, Brasov, Anul 2017, Numar persoane, 3
75-79 ani, Brasov, Anul 2018, Numar persoane, 1
75-79 ani, Brasov, Anul 2019, Numar persoane, 2
75-79 ani, Brasov, Anul 2021, Numar persoane, 8
75-79 ani, Brasov, Anul 2022, Numar persoane, 3
75-79 ani, Covasna, Anul 1992, Numar persoane, 2
75-79 ani, Covasna, Anul 1995, Numar persoane, 1
75-79 ani, Covasna, Anul 2000, Numar persoane, 1
75-79 ani, Covasna, Anul 2001, Numar persoane, 2
75-79 ani, Covasna, Anul 2003, Numar persoane, 1
75-79 ani, Covasna, Anul 2004, Numar persoane, 1
75-79 ani, Covasna, Anul 2005, Numar persoane, 3
75-79 ani, Covasna, Anul 2009, Numar persoane, 1
75-79 ani, Harghita, Anul 1994, Numar persoane, 1
75-79 ani, Harghita, Anul 1995, Numar persoane, 7
75-79 ani, Harghita, Anul 1997, Numar persoane, 1
75-79 ani, Harghita, Anul 2000, Numar persoane, 4
75-79 ani, Harghita, Anul 2002, Numar persoane, 2
75-79 ani, Harghita, Anul 2004, Numar persoane, 2
75-79 ani, Harghita, Anul 2005, Numar persoane, 1
75-79 ani, Harghita, Anul 2006, Numar persoane, 1
75-79 ani, Harghita, Anul 2008, Numar persoane, 1
75-79 ani, Mures, Anul 1992, Numar persoane, 14
75-79 ani, Mures, Anul 1993, Numar persoane, 6
75-79 ani, Mures, Anul 1994, Numar persoane, 5
75-79 ani, Mures, Anul 1995, Numar persoane, 8
75-79 ani, Mures, Anul 1996, Numar persoane, 4
75-79 ani, Mures, Anul 1997, Numar persoane, 14
75-79 ani, Mures, Anul 1998, Numar persoane, 7
75-79 ani, Mures, Anul 1999, Numar persoane, 9
75-79 ani, Mures, Anul 2000, Numar persoane, 8
75-79 ani, Mures, Anul 2001, Numar persoane, 8
75-79 ani, Mures, Anul 2002, Numar persoane, 13
75-79 ani, Mures, Anul 2003, Numar persoane, 8
75-79 ani, Mures, Anul 2004, Numar persoane, 10
75-79 ani, Mures, Anul 2005, Numar persoane, 1
75-79 ani, Mures, Anul 2006, Numar persoane, 3
75-79 ani, Mures, Anul 2007, Numar persoane, 1
75-79 ani, Mures, Anul 2009, Numar persoane, 1
75-79 ani, Mures, Anul 2011, Numar persoane, 1
75-79 ani, Mures, Anul 2012, Numar persoane, 1
75-79 ani, Mures, Anul 2015, Numar persoane, 1
75-79 ani, Mures, Anul 2018, Numar persoane, 1
75-79 ani, Sibiu, Anul 1992, Numar persoane, 57
75-79 ani, Sibiu, Anul 1993, Numar persoane, 28
75-79 ani, Sibiu, Anul 1994, Numar persoane, 4
75-79 ani, Sibiu, Anul 1995, Numar persoane, 7
75-79 ani, Sibiu, Anul 1996, Numar persoane, 5
75-79 ani, Sibiu, Anul 1997, Numar persoane, 3
75-79 ani, Sibiu, Anul 1998, Numar persoane, 6
75-79 ani, Sibiu, Anul 1999, Numar persoane, 3
75-79 ani, Sibiu, Anul 2000, Numar persoane, 4
75-79 ani, Sibiu, Anul 2001, Numar persoane, 3
75-79 ani, Sibiu, Anul 2002, Numar persoane, 1
75-79 ani, Sibiu, Anul 2003, Numar persoane, 2
75-79 ani, Sibiu, Anul 2004, Numar persoane, 2
75-79 ani, Sibiu, Anul 2006, Numar persoane, 5
75-79 ani, Sibiu, Anul 2007, Numar persoane, 1
75-79 ani, Sibiu, Anul 2008, Numar persoane, 3
75-79 ani, Sibiu, Anul 2009, Numar persoane, 1
75-79 ani, Sibiu, Anul 2010, Numar persoane, 1
75-79 ani, Sibiu, Anul 2011, Numar persoane, 1
75-79 ani, Sibiu, Anul 2013, Numar persoane, 2
75-79 ani, Sibiu, Anul 2014, Numar persoane, 1
75-79 ani, Sibiu, Anul 2015, Numar persoane, 1
75-79 ani, Sibiu, Anul 2016, Numar persoane, 4
75-79 ani, Sibiu, Anul 2018, Numar persoane, 1
75-79 ani, Sibiu, Anul 2019, Numar persoane, 2
75-79 ani, Sibiu, Anul 2021, Numar persoane, 1
75-79 ani, Bacau, Anul 1992, Numar persoane, 1
75-79 ani, Bacau, Anul 1993, Numar persoane, 1
75-79 ani, Bacau, Anul 1995, Numar persoane, 1
75-79 ani, Bacau, Anul 1998, Numar persoane, 2
75-79 ani, Bacau, Anul 1999, Numar persoane, 1
75-79 ani, Bacau, Anul 2000, Numar persoane, 2
75-79 ani, Bacau, Anul 2001, Numar persoane, 4
75-79 ani, Bacau, Anul 2004, Numar persoane, 1
75-79 ani, Bacau, Anul 2006, Numar persoane, 2
75-79 ani, Bacau, Anul 2011, Numar persoane, 2
75-79 ani, Bacau, Anul 2012, Numar persoane, 4
75-79 ani, Bacau, Anul 2013, Numar persoane, 2
75-79 ani, Bacau, Anul 2016, Numar persoane, 1
75-79 ani, Bacau, Anul 2017, Numar persoane, 2
75-79 ani, Botosani, Anul 1996, Numar persoane, 1
75-79 ani, Botosani, Anul 1997, Numar persoane, 2
75-79 ani, Botosani, Anul 1998, Numar persoane, 2
75-79 ani, Botosani, Anul 1999, Numar persoane, 1
75-79 ani, Botosani, Anul 2004, Numar persoane, 1
75-79 ani, Botosani, Anul 2009, Numar persoane, 1
75-79 ani, Botosani, Anul 2011, Numar persoane, 2
75-79 ani, Botosani, Anul 2012, Numar persoane, 2
75-79 ani, Botosani, Anul 2013, Numar persoane, 2
75-79 ani, Botosani, Anul 2020, Numar persoane, 2
75-79 ani, Iasi, Anul 1992, Numar persoane, 1
75-79 ani, Iasi, Anul 1993, Numar persoane, 1
75-79 ani, Iasi, Anul 1996, Numar persoane, 3
75-79 ani, Iasi, Anul 1997, Numar persoane, 3
75-79 ani, Iasi, Anul 1998, Numar persoane, 4
75-79 ani, Iasi, Anul 1999, Numar persoane, 1
75-79 ani, Iasi, Anul 2002, Numar persoane, 1
75-79 ani, Iasi, Anul 2003, Numar persoane, 2
75-79 ani, Iasi, Anul 2004, Numar persoane, 2
75-79 ani, Iasi, Anul 2006, Numar persoane, 2
75-79 ani, Iasi, Anul 2007, Numar persoane, 2
75-79 ani, Iasi, Anul 2009, Numar persoane, 1
75-79 ani, Iasi, Anul 2011, Numar persoane, 9
75-79 ani, Iasi, Anul 2012, Numar persoane, 9
75-79 ani, Iasi, Anul 2013, Numar persoane, 5
75-79 ani, Iasi, Anul 2015, Numar persoane, 2
75-79 ani, Iasi, Anul 2016, Numar persoane, 2
75-79 ani, Iasi, Anul 2017, Numar persoane, 1
75-79 ani, Iasi, Anul 2018, Numar persoane, 1
75-79 ani, Iasi, Anul 2019, Numar persoane, 2
75-79 ani, Iasi, Anul 2021, Numar persoane, 3
75-79 ani, Neamt, Anul 1994, Numar persoane, 1
75-79 ani, Neamt, Anul 1996, Numar persoane, 1
75-79 ani, Neamt, Anul 1997, Numar persoane, 1
75-79 ani, Neamt, Anul 1998, Numar persoane, 1
75-79 ani, Neamt, Anul 2002, Numar persoane, 1
75-79 ani, Neamt, Anul 2005, Numar persoane, 1
75-79 ani, Neamt, Anul 2006, Numar persoane, 4
75-79 ani, Neamt, Anul 2007, Numar persoane, 1
75-79 ani, Neamt, Anul 2008, Numar persoane, 2
75-79 ani, Neamt, Anul 2011, Numar persoane, 2
75-79 ani, Neamt, Anul 2012, Numar persoane, 3
75-79 ani, Neamt, Anul 2013, Numar persoane, 3
75-79 ani, Neamt, Anul 2015, Numar persoane, 1
75-79 ani, Neamt, Anul 2016, Numar persoane, 1
75-79 ani, Neamt, Anul 2020, Numar persoane, 1
75-79 ani, Suceava, Anul 1992, Numar persoane, 1
75-79 ani, Suceava, Anul 1995, Numar persoane, 2
75-79 ani, Suceava, Anul 1996, Numar persoane, 2
75-79 ani, Suceava, Anul 1997, Numar persoane, 1
75-79 ani, Suceava, Anul 1998, Numar persoane, 2
75-79 ani, Suceava, Anul 2000, Numar persoane, 3
75-79 ani, Suceava, Anul 2003, Numar persoane, 1
75-79 ani, Suceava, Anul 2006, Numar persoane, 1
75-79 ani, Suceava, Anul 2007, Numar persoane, 1
75-79 ani, Suceava, Anul 2008, Numar persoane, 1
75-79 ani, Suceava, Anul 2009, Numar persoane, 2
75-79 ani, Suceava, Anul 2011, Numar persoane, 8
75-79 ani, Suceava, Anul 2012, Numar persoane, 3
75-79 ani, Suceava, Anul 2013, Numar persoane, 2
75-79 ani, Suceava, Anul 2016, Numar persoane, 2
75-79 ani, Suceava, Anul 2018, Numar persoane, 1
75-79 ani, Suceava, Anul 2019, Numar persoane, 1
75-79 ani, Vaslui, Anul 2007, Numar persoane, 1
75-79 ani, Vaslui, Anul 2008, Numar persoane, 1
75-79 ani, Vaslui, Anul 2011, Numar persoane, 1
75-79 ani, Vaslui, Anul 2012, Numar persoane, 2
75-79 ani, Vaslui, Anul 2013, Numar persoane, 1
75-79 ani, Vaslui, Anul 2022, Numar persoane, 1
75-79 ani, Braila, Anul 1998, Numar persoane, 5
75-79 ani, Braila, Anul 2000, Numar persoane, 3
75-79 ani, Braila, Anul 2004, Numar persoane, 1
75-79 ani, Braila, Anul 2006, Numar persoane, 1
75-79 ani, Braila, Anul 2011, Numar persoane, 1
75-79 ani, Braila, Anul 2013, Numar persoane, 2
75-79 ani, Braila, Anul 2017, Numar persoane, 2
75-79 ani, Buzau, Anul 1995, Numar persoane, 1
75-79 ani, Buzau, Anul 1997, Numar persoane, 1
75-79 ani, Buzau, Anul 2002, Numar persoane, 1
75-79 ani, Buzau, Anul 2007, Numar persoane, 1
75-79 ani, Buzau, Anul 2009, Numar persoane, 1
75-79 ani, Buzau, Anul 2010, Numar persoane, 1
75-79 ani, Buzau, Anul 2011, Numar persoane, 1
75-79 ani, Buzau, Anul 2016, Numar persoane, 1
75-79 ani, Buzau, Anul 2020, Numar persoane, 1
75-79 ani, Constanta, Anul 1992, Numar persoane, 3
75-79 ani, Constanta, Anul 1993, Numar persoane, 1
75-79 ani, Constanta, Anul 1994, Numar persoane, 2
75-79 ani, Constanta, Anul 1995, Numar persoane, 1
75-79 ani, Constanta, Anul 1996, Numar persoane, 2
75-79 ani, Constanta, Anul 1997, Numar persoane, 3
75-79 ani, Constanta, Anul 1998, Numar persoane, 5
75-79 ani, Constanta, Anul 1999, Numar persoane, 2
75-79 ani, Constanta, Anul 2000, Numar persoane, 1
75-79 ani, Constanta, Anul 2001, Numar persoane, 2
75-79 ani, Constanta, Anul 2003, Numar persoane, 1
75-79 ani, Constanta, Anul 2004, Numar persoane, 4
75-79 ani, Constanta, Anul 2005, Numar persoane, 1
75-79 ani, Constanta, Anul 2006, Numar persoane, 2
75-79 ani, Constanta, Anul 2007, Numar persoane, 1
75-79 ani, Constanta, Anul 2008, Numar persoane, 2
75-79 ani, Constanta, Anul 2010, Numar persoane, 3
75-79 ani, Constanta, Anul 2011, Numar persoane, 2
75-79 ani, Constanta, Anul 2013, Numar persoane, 3
75-79 ani, Constanta, Anul 2015, Numar persoane, 2
75-79 ani, Constanta, Anul 2016, Numar persoane, 1
75-79 ani, Constanta, Anul 2020, Numar persoane, 1
75-79 ani, Constanta, Anul 2021, Numar persoane, 4
75-79 ani, Constanta, Anul 2022, Numar persoane, 1
75-79 ani, Galati, Anul 1994, Numar persoane, 2
75-79 ani, Galati, Anul 1997, Numar persoane, 3
75-79 ani, Galati, Anul 1998, Numar persoane, 1
75-79 ani, Galati, Anul 1999, Numar persoane, 2
75-79 ani, Galati, Anul 2001, Numar persoane, 1
75-79 ani, Galati, Anul 2003, Numar persoane, 1
75-79 ani, Galati, Anul 2004, Numar persoane, 1
75-79 ani, Galati, Anul 2005, Numar persoane, 1
75-79 ani, Galati, Anul 2007, Numar persoane, 1
75-79 ani, Galati, Anul 2008, Numar persoane, 1
75-79 ani, Galati, Anul 2009, Numar persoane, 1
75-79 ani, Galati, Anul 2010, Numar persoane, 1
75-79 ani, Galati, Anul 2011, Numar persoane, 4
75-79 ani, Galati, Anul 2013, Numar persoane, 1
75-79 ani, Galati, Anul 2016, Numar persoane, 2
75-79 ani, Galati, Anul 2017, Numar persoane, 2
75-79 ani, Galati, Anul 2021, Numar persoane, 3
75-79 ani, Galati, Anul 2022, Numar persoane, 2
75-79 ani, Tulcea, Anul 1995, Numar persoane, 1
75-79 ani, Tulcea, Anul 2001, Numar persoane, 1
75-79 ani, Tulcea, Anul 2008, Numar persoane, 1
75-79 ani, Tulcea, Anul 2010, Numar persoane, 1
75-79 ani, Tulcea, Anul 2016, Numar persoane, 1
75-79 ani, Tulcea, Anul 2018, Numar persoane, 2
75-79 ani, Vrancea, Anul 1997, Numar persoane, 1
75-79 ani, Vrancea, Anul 2001, Numar persoane, 2
75-79 ani, Vrancea, Anul 2002, Numar persoane, 1
75-79 ani, Vrancea, Anul 2011, Numar persoane, 2
75-79 ani, Vrancea, Anul 2013, Numar persoane, 1
75-79 ani, Vrancea, Anul 2019, Numar persoane, 1
75-79 ani, Arges, Anul 1992, Numar persoane, 1
75-79 ani, Arges, Anul 1993, Numar persoane, 1
75-79 ani, Arges, Anul 1995, Numar persoane, 2
75-79 ani, Arges, Anul 1996, Numar persoane, 1
75-79 ani, Arges, Anul 1998, Numar persoane, 2
75-79 ani, Arges, Anul 2001, Numar persoane, 1
75-79 ani, Arges, Anul 2019, Numar persoane, 1
75-79 ani, Calarasi, Anul 2012, Numar persoane, 1
75-79 ani, Calarasi, Anul 2020, Numar persoane, 1
75-79 ani, Dambovita, Anul 1996, Numar persoane, 1
75-79 ani, Dambovita, Anul 1997, Numar persoane, 2
75-79 ani, Dambovita, Anul 1998, Numar persoane, 2
75-79 ani, Dambovita, Anul 2001, Numar persoane, 1
75-79 ani, Dambovita, Anul 2007, Numar persoane, 1
75-79 ani, Dambovita, Anul 2018, Numar persoane, 1
75-79 ani, Giurgiu, Anul 1998, Numar persoane, 1
75-79 ani, Giurgiu, Anul 2002, Numar persoane, 1
75-79 ani, Giurgiu, Anul 2010, Numar persoane, 1
75-79 ani, Giurgiu, Anul 2022, Numar persoane, 1
75-79 ani, Ialomita, Anul 1998, Numar persoane, 1
75-79 ani, Ialomita, Anul 2022, Numar persoane, 1
75-79 ani, Prahova, Anul 1992, Numar persoane, 3
75-79 ani, Prahova, Anul 1993, Numar persoane, 2
75-79 ani, Prahova, Anul 1994, Numar persoane, 2
75-79 ani, Prahova, Anul 1995, Numar persoane, 3
75-79 ani, Prahova, Anul 1996, Numar persoane, 7
75-79 ani, Prahova, Anul 1997, Numar persoane, 1
75-79 ani, Prahova, Anul 1998, Numar persoane, 2
75-79 ani, Prahova, Anul 1999, Numar persoane, 1
75-79 ani, Prahova, Anul 2000, Numar persoane, 2
75-79 ani, Prahova, Anul 2001, Numar persoane, 2
75-79 ani, Prahova, Anul 2002, Numar persoane, 1
75-79 ani, Prahova, Anul 2003, Numar persoane, 1
75-79 ani, Prahova, Anul 2004, Numar persoane, 1
75-79 ani, Prahova, Anul 2005, Numar persoane, 1
75-79 ani, Prahova, Anul 2006, Numar persoane, 1
75-79 ani, Prahova, Anul 2007, Numar persoane, 2
75-79 ani, Prahova, Anul 2009, Numar persoane, 1
75-79 ani, Prahova, Anul 2011, Numar persoane, 3
75-79 ani, Prahova, Anul 2012, Numar persoane, 2
75-79 ani, Prahova, Anul 2016, Numar persoane, 3
75-79 ani, Prahova, Anul 2021, Numar persoane, 3
75-79 ani, Prahova, Anul 2022, Numar persoane, 2
75-79 ani, Teleorman, Anul 1997, Numar persoane, 1
75-79 ani, Teleorman, Anul 2004, Numar persoane, 1
75-79 ani, Teleorman, Anul 2008, Numar persoane, 1
75-79 ani, Teleorman, Anul 2021, Numar persoane, 1
75-79 ani, Teleorman, Anul 2022, Numar persoane, 1
75-79 ani, Ilfov, Anul 1993, Numar persoane, 15
75-79 ani, Ilfov, Anul 1997, Numar persoane, 2
75-79 ani, Ilfov, Anul 2003, Numar persoane, 1
75-79 ani, Ilfov, Anul 2006, Numar persoane, 1
75-79 ani, Ilfov, Anul 2007, Numar persoane, 2
75-79 ani, Ilfov, Anul 2009, Numar persoane, 1
75-79 ani, Ilfov, Anul 2017, Numar persoane, 1
75-79 ani, Ilfov, Anul 2021, Numar persoane, 1
75-79 ani, Municipiul Bucuresti, Anul 1992, Numar persoane, 45
75-79 ani, Municipiul Bucuresti, Anul 1993, Numar persoane, 4
75-79 ani, Municipiul Bucuresti, Anul 1994, Numar persoane, 17
75-79 ani, Municipiul Bucuresti, Anul 1995, Numar persoane, 17
75-79 ani, Municipiul Bucuresti, Anul 1996, Numar persoane, 34
75-79 ani, Municipiul Bucuresti, Anul 1997, Numar persoane, 61
75-79 ani, Municipiul Bucuresti, Anul 1998, Numar persoane, 57
75-79 ani, Municipiul Bucuresti, Anul 1999, Numar persoane, 44
75-79 ani, Municipiul Bucuresti, Anul 2000, Numar persoane, 36
75-79 ani, Municipiul Bucuresti, Anul 2001, Numar persoane, 24
75-79 ani, Municipiul Bucuresti, Anul 2002, Numar persoane, 22
75-79 ani, Municipiul Bucuresti, Anul 2003, Numar persoane, 26
75-79 ani, Municipiul Bucuresti, Anul 2004, Numar persoane, 33
75-79 ani, Municipiul Bucuresti, Anul 2005, Numar persoane, 33
75-79 ani, Municipiul Bucuresti, Anul 2006, Numar persoane, 35
75-79 ani, Municipiul Bucuresti, Anul 2007, Numar persoane, 18
75-79 ani, Municipiul Bucuresti, Anul 2008, Numar persoane, 13
75-79 ani, Municipiul Bucuresti, Anul 2009, Numar persoane, 19
75-79 ani, Municipiul Bucuresti, Anul 2010, Numar persoane, 11
75-79 ani, Municipiul Bucuresti, Anul 2011, Numar persoane, 26
75-79 ani, Municipiul Bucuresti, Anul 2012, Numar persoane, 25
75-79 ani, Municipiul Bucuresti, Anul 2013, Numar persoane, 20
75-79 ani, Municipiul Bucuresti, Anul 2014, Numar persoane, 3
75-79 ani, Municipiul Bucuresti, Anul 2015, Numar persoane, 7
75-79 ani, Municipiul Bucuresti, Anul 2016, Numar persoane, 11
75-79 ani, Municipiul Bucuresti, Anul 2017, Numar persoane, 11
75-79 ani, Municipiul Bucuresti, Anul 2018, Numar persoane, 10
75-79 ani, Municipiul Bucuresti, Anul 2019, Numar persoane, 14
75-79 ani, Municipiul Bucuresti, Anul 2020, Numar persoane, 9
75-79 ani, Municipiul Bucuresti, Anul 2021, Numar persoane, 8
75-79 ani, Municipiul Bucuresti, Anul 2022, Numar persoane, 14
75-79 ani, Dolj, Anul 1995, Numar persoane, 3
75-79 ani, Dolj, Anul 1997, Numar persoane, 1
75-79 ani, Dolj, Anul 2000, Numar persoane, 1
75-79 ani, Dolj, Anul 2001, Numar persoane, 2
75-79 ani, Dolj, Anul 2003, Numar persoane, 1
75-79 ani, Dolj, Anul 2006, Numar persoane, 2
75-79 ani, Dolj, Anul 2009, Numar persoane, 3
75-79 ani, Dolj, Anul 2015, Numar persoane, 1
75-79 ani, Dolj, Anul 2017, Numar persoane, 2
75-79 ani, Dolj, Anul 2021, Numar persoane, 1
75-79 ani, Gorj, Anul 1997, Numar persoane, 1
75-79 ani, Mehedinti, Anul 1992, Numar persoane, 2
75-79 ani, Mehedinti, Anul 1998, Numar persoane, 1
75-79 ani, Mehedinti, Anul 2006, Numar persoane, 1
75-79 ani, Olt, Anul 1995, Numar persoane, 2
75-79 ani, Olt, Anul 1996, Numar persoane, 1
75-79 ani, Olt, Anul 1997, Numar persoane, 1
75-79 ani, Olt, Anul 1998, Numar persoane, 2
75-79 ani, Olt, Anul 1999, Numar persoane, 1
75-79 ani, Olt, Anul 2002, Numar persoane, 1
75-79 ani, Olt, Anul 2019, Numar persoane, 2
75-79 ani, Valcea, Anul 1992, Numar persoane, 1
75-79 ani, Valcea, Anul 1997, Numar persoane, 1
75-79 ani, Valcea, Anul 1998, Numar persoane, 2
75-79 ani, Valcea, Anul 2008, Numar persoane, 1
75-79 ani, Valcea, Anul 2016, Numar persoane, 1
75-79 ani, Arad, Anul 1992, Numar persoane, 9
75-79 ani, Arad, Anul 1993, Numar persoane, 30
75-79 ani, Arad, Anul 1994, Numar persoane, 7
75-79 ani, Arad, Anul 1995, Numar persoane, 4
75-79 ani, Arad, Anul 1996, Numar persoane, 9
75-79 ani, Arad, Anul 1997, Numar persoane, 9
75-79 ani, Arad, Anul 1998, Numar persoane, 9
75-79 ani, Arad, Anul 1999, Numar persoane, 3
75-79 ani, Arad, Anul 2000, Numar persoane, 4
75-79 ani, Arad, Anul 2002, Numar persoane, 6
75-79 ani, Arad, Anul 2003, Numar persoane, 3
75-79 ani, Arad, Anul 2004, Numar persoane, 1
75-79 ani, Arad, Anul 2005, Numar persoane, 3
75-79 ani, Arad, Anul 2006, Numar persoane, 3
75-79 ani, Arad, Anul 2008, Numar persoane, 1
75-79 ani, Arad, Anul 2009, Numar persoane, 2
75-79 ani, Arad, Anul 2010, Numar persoane, 1
75-79 ani, Arad, Anul 2012, Numar persoane, 4
75-79 ani, Arad, Anul 2013, Numar persoane, 2
75-79 ani, Arad, Anul 2016, Numar persoane, 1
75-79 ani, Arad, Anul 2017, Numar persoane, 1
75-79 ani, Arad, Anul 2019, Numar persoane, 3
75-79 ani, Arad, Anul 2021, Numar persoane, 1
75-79 ani, Arad, Anul 2022, Numar persoane, 2
75-79 ani, Caras-Severin, Anul 1992, Numar persoane, 8
75-79 ani, Caras-Severin, Anul 1993, Numar persoane, 7
